date,time,target,temp,temp_pred,weather_pred,weather_fact
2023-07-17,21,441.12800,16.90000,18.00000,"ясно, 18%",п/обл
2023-07-17,22,446.92800,16.90000,18.00000,"ясно, 18%",п/обл
2023-07-17,23,423.02600,16.90000,18.00000,"ясно, 18%",п/обл
2023-07-18,0,380.43000,15.60000,18.00000,"п/обл, 61%",дождь
2023-07-18,1,341.47300,15.60000,18.00000,"п/обл, 61%",дождь
2023-07-18,2,319.06800,15.60000,18.00000,"п/обл, 61%",дождь
2023-07-18,3,307.00100,15.30000,16.00000,"ясно, 73%","дождь, ветер"
2023-07-18,4,299.94700,15.30000,16.00000,"ясно, 73%","дождь, ветер"
2023-07-18,5,286.60500,15.30000,16.00000,"ясно, 73%","дождь, ветер"
2023-07-18,6,293.90400,16.30000,19.00000,"ясно, 54%","обл с пр, дождь, ветер"
2023-07-18,7,321.52500,16.30000,19.00000,"ясно, 54%","обл с пр, дождь, ветер"
2023-07-18,8,365.73300,16.30000,19.00000,"ясно, 54%","обл с пр, дождь, ветер"
2023-07-18,9,413.19600,20.00000,21.00000,ясно,"обл с пр, вр.кр. дождь"
2023-07-18,10,441.38000,20.00000,21.00000,ясно,"обл с пр, вр.кр. дождь"
2023-07-18,11,457.98700,20.00000,21.00000,ясно,"обл с пр, вр.кр. дождь"
2023-07-18,12,459.62800,21.10000,22.00000,ясно,"п/обл, ветер"
2023-07-18,13,456.86800,21.10000,22.00000,ясно,"п/обл, ветер"
2023-07-18,14,457.95600,21.10000,22.00000,ясно,"п/обл, ветер"
2023-07-18,15,454.14100,20.10000,21.00000,ясно,"п/обл, ветер"
2023-07-18,16,461.84500,20.10000,21.00000,ясно,"п/обл, ветер"
2023-07-18,17,454.48700,20.10000,21.00000,ясно,"п/обл, ветер"
2023-07-18,18,444.33100,18.10000,20.00000,ясно,"п/обл, ветер"
2023-07-18,19,440.25100,18.10000,20.00000,ясно,"п/обл, ветер"
2023-07-18,20,429.96000,18.10000,20.00000,ясно,"п/обл, ветер"
2023-07-18,21,425.65800,13.70000,17.00000,ясно,п/обл
2023-07-18,22,435.72500,13.70000,17.00000,ясно,п/обл
2023-07-18,23,416.71500,13.70000,17.00000,ясно,п/обл
2023-07-19,0,378.23100,10.40000,16.00000,обл с пр,пасмурно
2023-07-19,1,339.00700,10.40000,16.00000,обл с пр,пасмурно
2023-07-19,2,316.35000,10.40000,16.00000,обл с пр,пасмурно
2023-07-19,3,304.70600,9.40000,15.00000,обл с пр,облачно
2023-07-19,4,297.13200,9.40000,15.00000,обл с пр,облачно
2023-07-19,5,283.54900,9.40000,15.00000,обл с пр,облачно
2023-07-19,6,294.30000,16.60000,18.00000,обл с пр,облачно
2023-07-19,7,326.55800,16.60000,18.00000,обл с пр,облачно
2023-07-19,8,367.57700,16.60000,18.00000,обл с пр,облачно
2023-07-19,9,418.08000,18.80000,18.00000,"пасм, 24% дождь",облачно
2023-07-19,10,445.38400,18.80000,18.00000,"пасм, 24% дождь",облачно
2023-07-19,11,459.24100,18.80000,18.00000,"пасм, 24% дождь",облачно
2023-07-19,12,462.23500,14.60000,18.00000,"пасм, 35%","пасм, дождь"
2023-07-19,13,459.64400,14.60000,18.00000,"пасм, 35%","пасм, дождь"
2023-07-19,14,460.33100,14.60000,18.00000,"пасм, 35%","пасм, дождь"
2023-07-19,15,460.16700,14.70000,18.00000,"пасм, 65% дождь","пасм, дождь"
2023-07-19,16,468.89100,14.70000,18.00000,"пасм, 65% дождь","пасм, дождь"
2023-07-19,17,460.59400,14.70000,18.00000,"пасм, 65% дождь","пасм, дождь"
2023-07-19,18,449.19100,15.30000,18.00000,"обл с пр, 39%",п/обл
2023-07-19,19,442.75100,15.30000,18.00000,"обл с пр, 39%",п/обл
2023-07-19,20,433.52100,15.30000,18.00000,"обл с пр, 39%",п/обл
2023-07-19,21,430.78500,12.40000,16.00000,"ясно, 37%",п/обл
2023-07-19,22,438.92500,12.40000,16.00000,"ясно, 37%",п/обл
2023-07-19,23,413.85300,12.40000,16.00000,"ясно, 37%",п/обл
2023-07-20,0,376.89900,11.30000,15.00000,ясно,дымка
2023-07-20,1,339.55000,11.30000,15.00000,ясно,дымка
2023-07-20,2,314.53800,11.30000,15.00000,ясно,дымка
2023-07-20,3,303.51000,11.60000,14.00000,ясно,дымка
2023-07-20,4,296.99900,11.60000,14.00000,ясно,дымка
2023-07-20,5,285.86000,11.60000,14.00000,ясно,дымка
2023-07-20,6,295.47600,16.20000,16.00000,пасмурно,обл с пр
2023-07-20,7,330.48600,16.20000,16.00000,пасмурно,обл с пр
2023-07-20,8,371.18200,16.20000,16.00000,пасмурно,обл с пр
2023-07-20,9,418.44700,18.60000,15.00000,"пасм, 71% дождь",обл с пр
2023-07-20,10,446.92600,18.60000,15.00000,"пасм, 71% дождь",обл с пр
2023-07-20,11,458.22000,18.60000,15.00000,"пасм, 71% дождь",обл с пр
2023-07-20,12,460.71000,20.20000,16.00000,"пасм, 77% дождь",п/обл
2023-07-20,13,456.84400,20.20000,16.00000,"пасм, 77% дождь",п/обл
2023-07-20,14,459.37600,20.20000,16.00000,"пасм, 77% дождь",п/обл
2023-07-20,15,459.39300,18.90000,18.00000,ясно,п/обл
2023-07-20,16,464.80200,18.90000,18.00000,ясно,п/обл
2023-07-20,17,454.37200,18.90000,18.00000,ясно,п/обл
2023-07-20,18,448.07700,16.90000,17.00000,ясно,п/обл
2023-07-20,19,443.90700,16.90000,17.00000,ясно,п/обл
2023-07-20,20,437.65600,16.90000,17.00000,ясно,п/обл
2023-07-20,21,432.88400,11.80000,16.00000,ясно,п/обл
2023-07-20,22,442.71500,11.80000,16.00000,ясно,п/обл
2023-07-20,23,422.54500,11.80000,16.00000,ясно,п/обл
2023-07-21,0,384.03600,11.30000,15.00000,"ясно, 60%","пасм, дождь"
2023-07-21,1,344.80300,11.30000,15.00000,"ясно, 60%","пасм, дождь"
2023-07-21,2,321.22400,11.30000,15.00000,"ясно, 60%","пасм, дождь"
2023-07-21,3,309.27700,12.00000,14.00000,"ясно, 75%","пасм, дождь"
2023-07-21,4,302.91400,12.00000,14.00000,"ясно, 75%","пасм, дождь"
2023-07-21,5,288.02200,12.00000,14.00000,"ясно, 75%","пасм, дождь"
2023-07-21,6,297.41200,15.80000,16.00000,"обл с пр, 60% дождь","п/обл, кр.дождь"
2023-07-21,7,329.40000,15.80000,16.00000,"обл с пр, 60% дождь","п/обл, кр.дождь"
2023-07-21,8,371.82400,15.80000,16.00000,"обл с пр, 60% дождь","п/обл, кр.дождь"
2023-07-21,9,420.67500,19.40000,17.00000,"п/обл, 21% дождь",п/обл
2023-07-21,10,449.06400,19.40000,17.00000,"п/обл, 21% дождь",п/обл
2023-07-21,11,462.28000,19.40000,17.00000,"п/обл, 21% дождь",п/обл
2023-07-21,12,465.30400,19.90000,20.00000,"ясно, неб.ветерок",п/обл
2023-07-21,13,461.43400,19.90000,20.00000,"ясно, неб.ветерок",п/обл
2023-07-21,14,460.64300,19.90000,20.00000,"ясно, неб.ветерок",п/обл
2023-07-21,15,458.93900,19.00000,20.00000,"ясно, неб.ветерок",п/обл
2023-07-21,16,462.08700,19.00000,20.00000,"ясно, неб.ветерок",п/обл
2023-07-21,17,456.62600,19.00000,20.00000,"ясно, неб.ветерок",п/обл
2023-07-21,18,449.53300,17.40000,19.00000,"п/обл, 46%",п/обл
2023-07-21,19,442.77600,17.40000,19.00000,"п/обл, 46%",п/обл
2023-07-21,20,433.37100,17.40000,19.00000,"п/обл, 46%",п/обл
2023-07-21,21,431.20800,14.40000,17.00000,"ясно, 78%",дымка
2023-07-21,22,440.71000,14.40000,17.00000,"ясно, 78%",дымка
2023-07-21,23,419.50500,14.40000,17.00000,"ясно, 78%",дымка
2023-07-22,0,383.96300,13.90000,15.00000,"пасм, 74% дождь","пасм, дождь"
2023-07-22,1,347.85700,13.90000,15.00000,"пасм, 74% дождь","пасм, дождь"
2023-07-22,2,322.98500,13.90000,15.00000,"пасм, 74% дождь","пасм, дождь"
2023-07-22,3,313.47500,13.20000,14.00000,"пасм, 75% дождь","пасм, дождь"
2023-07-22,4,304.99000,13.20000,14.00000,"пасм, 75% дождь","пасм, дождь"
2023-07-22,5,293.81600,13.20000,14.00000,"пасм, 75% дождь","пасм, дождь"
2023-07-22,6,294.34400,13.70000,17.00000,"пасм, 73% дождь","пасм, дождь"
2023-07-22,7,310.81000,13.70000,17.00000,"пасм, 73% дождь","пасм, дождь"
2023-07-22,8,339.55800,13.70000,17.00000,"пасм, 73% дождь","пасм, дождь"
2023-07-22,9,386.68600,18.80000,19.00000,"пасм, 74% дождь",обл с пр
2023-07-22,10,424.08700,18.80000,19.00000,"пасм, 74% дождь",обл с пр
2023-07-22,11,439.30600,18.80000,19.00000,"пасм, 74% дождь",обл с пр
2023-07-22,12,464.96500,18.80000,19.00000,"обл с пр, 81%, дождь",обл с пр
2023-07-22,13,451.93400,18.80000,19.00000,"обл с пр, 81%, дождь",обл с пр
2023-07-22,14,445.84700,18.80000,19.00000,"обл с пр, 81%, дождь",обл с пр
2023-07-22,15,445.77700,19.00000,18.00000,"обл с пр, 71%, дождь",обл с пр
2023-07-22,16,440.40400,19.00000,18.00000,"обл с пр, 71%, дождь",обл с пр
2023-07-22,17,434.60600,19.00000,18.00000,"обл с пр, 71%, дождь",обл с пр
2023-07-22,18,429.73200,16.60000,18.00000,"обл с пр, 11%, дождь","обл с пр, кр.дождь"
2023-07-22,19,426.41300,16.60000,18.00000,"обл с пр, 11%, дождь","обл с пр, кр.дождь"
2023-07-22,20,418.07500,16.60000,18.00000,"обл с пр, 11%, дождь","обл с пр, кр.дождь"
2023-07-22,21,415.69100,12.20000,15.00000,"ясно, 24%","обл с пр, кр.дождь"
2023-07-22,22,427.77200,12.20000,15.00000,"ясно, 24%","обл с пр, кр.дождь"
2023-07-22,23,410.10300,12.20000,15.00000,"ясно, 24%","обл с пр, кр.дождь"
2023-07-23,0,377.46500,11.30000,15.00000,ясно,дымка
2023-07-23,1,343.60100,11.30000,15.00000,ясно,дымка
2023-07-23,2,321.14200,11.30000,15.00000,ясно,дымка
2023-07-23,3,307.41700,10.40000,14.00000,"пасм, 24%",дымка
2023-07-23,4,298.52700,10.40000,14.00000,"пасм, 24%",дымка
2023-07-23,5,283.40900,10.40000,14.00000,"пасм, 24%",дымка
2023-07-23,6,283.63200,14.80000,15.00000,"пасм, 47% дождь",облачно
2023-07-23,7,301.35300,14.80000,15.00000,"пасм, 47% дождь",облачно
2023-07-23,8,327.13900,14.80000,15.00000,"пасм, 47% дождь",облачно
2023-07-23,9,367.60600,16.00000,17.00000,"пасм, 72% дождь","пасм, дождь"
2023-07-23,10,403.86400,16.00000,17.00000,"пасм, 72% дождь","пасм, дождь"
2023-07-23,11,426.77400,16.00000,17.00000,"пасм, 72% дождь","пасм, дождь"
2023-07-23,12,433.42400,16.60000,18.00000,"пасм, 10% дождь","пасм, вр.дождь"
2023-07-23,13,433.35100,16.60000,18.00000,"пасм, 10% дождь","пасм, вр.дождь"
2023-07-23,14,431.86600,16.60000,18.00000,"пасм, 10% дождь","пасм, вр.дождь"
2023-07-23,15,428.92100,20.20000,19.00000,"пасм, 47% дождь","пасм, вр.дождь"
2023-07-23,16,427.00700,20.20000,19.00000,"пасм, 47% дождь","пасм, вр.дождь"
2023-07-23,17,426.98300,20.20000,19.00000,"пасм, 47% дождь","пасм, вр.дождь"
2023-07-23,18,430.82400,16.80000,18.00000,"пасм, 77% дождь","пасм, дождь"
2023-07-23,19,430.87800,16.80000,18.00000,"пасм, 77% дождь","пасм, дождь"
2023-07-23,20,434.40500,16.80000,18.00000,"пасм, 77% дождь","пасм, дождь"
2023-07-23,21,440.46700,15.30000,18.00000,"пасм, 75% дождь","пасм, дождь"
2023-07-23,22,440.30800,15.30000,18.00000,"пасм, 75% дождь","пасм, дождь"
2023-07-23,23,408.91000,15.30000,18.00000,"пасм, 75% дождь","пасм, дождь"
2023-07-24,0,373.02200,14.70000,18.00000,"обл с пр, 54% дождь","пасм, дождь"
2023-07-24,1,337.70700,14.70000,18.00000,"обл с пр, 54% дождь","пасм, дождь"
2023-07-24,2,315.12100,14.70000,18.00000,"обл с пр, 54% дождь","пасм, дождь"
2023-07-24,3,303.00300,14.20000,17.00000,"обл с пр, 51%","пасм, дождь"
2023-07-24,4,297.39200,14.20000,17.00000,"обл с пр, 51%","пасм, дождь"
2023-07-24,5,288.89100,14.20000,17.00000,"обл с пр, 51%","пасм, дождь"
2023-07-24,6,294.13000,16.90000,17.00000,"пасм, 42%",пасмурно
2023-07-24,7,327.73500,16.90000,17.00000,"пасм, 42%",пасмурно
2023-07-24,8,369.09400,16.90000,17.00000,"пасм, 42%",пасмурно
2023-07-24,9,413.35100,22.10000,20.00000,"пасм, 47%",п/обл
2023-07-24,10,440.99000,22.10000,20.00000,"пасм, 47%",п/обл
2023-07-24,11,458.99500,22.10000,20.00000,"пасм, 47%",п/обл
2023-07-24,12,460.75600,24.00000,22.00000,"пасм, 60%",п/обл
2023-07-24,13,456.97100,24.00000,22.00000,"пасм, 60%",п/обл
2023-07-24,14,460.53800,24.00000,22.00000,"пасм, 60%",п/обл
2023-07-24,15,460.11800,23.20000,23.00000,"пасм, 56%",п/обл
2023-07-24,16,468.40700,23.20000,23.00000,"пасм, 56%",п/обл
2023-07-24,17,462.42400,23.20000,23.00000,"пасм, 56%",п/обл
2023-07-24,18,455.12200,21.80000,22.00000,"пасм, 40%",пасмурно
2023-07-24,19,452.45900,21.80000,22.00000,"пасм, 40%",пасмурно
2023-07-24,20,447.43000,21.80000,22.00000,"пасм, 40%",пасмурно
2023-07-24,21,451.14100,17.30000,19.00000,"пасм, 44% дождь","пасм, с 22ч дождь, гроза"
2023-07-24,22,453.59500,17.30000,19.00000,"пасм, 44% дождь","пасм, с 22ч дождь, гроза"
2023-07-24,23,428.07000,17.30000,19.00000,"пасм, 44% дождь","пасм, с 22ч дождь, гроза"
2023-07-25,0,388.95000,17.00000,19.00000,"пасм, 72%","пасм, дождь"
2023-07-25,1,352.04200,17.00000,19.00000,"пасм, 72%","пасм, дождь"
2023-07-25,2,328.80200,17.00000,19.00000,"пасм, 72%","пасм, дождь"
2023-07-25,3,318.04600,16.60000,18.00000,"обл с пр, 72%","пасм, дождь"
2023-07-25,4,310.44800,16.60000,18.00000,"обл с пр, 72%","пасм, дождь"
2023-07-25,5,301.18100,16.60000,18.00000,"обл с пр, 72%","пасм, дождь"
2023-07-25,6,303.00300,18.60000,19.00000,"ясно, 79%","обл с пр, ветерок"
2023-07-25,7,332.09500,18.60000,19.00000,"ясно, 79%","обл с пр, ветерок"
2023-07-25,8,376.40300,18.60000,19.00000,"ясно, 79%","обл с пр, ветерок"
2023-07-25,9,426.81600,20.70000,21.00000,"обл с пр, 77%","пасмурно, ветерок"
2023-07-25,10,454.40000,20.70000,21.00000,"обл с пр, 77%","пасмурно, ветерок"
2023-07-25,11,468.54500,20.70000,21.00000,"обл с пр, 77%","пасмурно, ветерок"
2023-07-25,12,470.38400,21.80000,21.00000,"обл с пр, 71%","п/обл, ветерок"
2023-07-25,13,468.58500,21.80000,21.00000,"обл с пр, 71%","п/обл, ветерок"
2023-07-25,14,467.81600,21.80000,21.00000,"обл с пр, 71%","п/обл, ветерок"
2023-07-25,15,464.53500,20.70000,22.00000,"пасм, 44%","п/обл, ветерок"
2023-07-25,16,471.26600,20.70000,22.00000,"пасм, 44%","п/обл, ветерок"
2023-07-25,17,461.58900,20.70000,22.00000,"пасм, 44%","п/обл, ветерок"
2023-07-25,18,453.85600,17.50000,21.00000,"пасм, 46%","п/обл, ветерок"
2023-07-25,19,450.69900,17.50000,21.00000,"пасм, 46%","п/обл, ветерок"
2023-07-25,20,440.68100,17.50000,21.00000,"пасм, 46%","п/обл, ветерок"
2023-07-25,21,438.98200,14.10000,18.00000,ясно 40%,"п/обл, ветерок"
2023-07-25,22,449.35000,14.10000,18.00000,ясно 40%,"п/обл, ветерок"
2023-07-25,23,423.13300,14.10000,18.00000,ясно 40%,"п/обл, ветерок"
2023-07-26,0,384.19700,12.70000,16.00000,ясно,дымка
2023-07-26,1,344.37900,12.70000,16.00000,ясно,дымка
2023-07-26,2,320.36200,12.70000,16.00000,ясно,дымка
2023-07-26,3,309.67800,12.80000,14.00000,ясно,дымка
2023-07-26,4,303.09800,12.80000,14.00000,ясно,дымка
2023-07-26,5,292.48800,12.80000,14.00000,ясно,дымка
2023-07-26,6,300.52300,16.20000,18.00000,обл с пр,пасмурно
2023-07-26,7,332.72400,16.20000,18.00000,обл с пр,пасмурно
2023-07-26,8,373.83900,16.20000,18.00000,обл с пр,пасмурно
2023-07-26,9,423.08600,19.20000,19.00000,облачно,"пасм, кр.дождь"
2023-07-26,10,445.63100,19.20000,19.00000,облачно,"пасм, кр.дождь"
2023-07-26,11,459.02300,19.20000,19.00000,облачно,"пасм, кр.дождь"
2023-07-26,12,464.93600,19.70000,19.00000,облачно,"пасм, кр. дождь"
2023-07-26,13,460.28200,19.70000,19.00000,облачно,"пасм, кр. дождь"
2023-07-26,14,459.20000,19.70000,19.00000,облачно,"пасм, кр. дождь"
2023-07-26,15,457.18400,18.50000,19.00000,облачно,пасмурно
2023-07-26,16,462.92500,18.50000,19.00000,облачно,пасмурно
2023-07-26,17,455.76400,18.50000,19.00000,облачно,пасмурно
2023-07-26,18,450.43400,16.30000,17.00000,облачно,пасмурно
2023-07-26,19,446.65800,16.30000,17.00000,облачно,пасмурно
2023-07-26,20,438.17600,16.30000,17.00000,облачно,пасмурно
2023-07-26,21,438.10600,13.60000,15.00000,облачно,пасмурно
2023-07-26,22,447.97600,13.60000,15.00000,облачно,пасмурно
2023-07-26,23,421.35200,13.60000,15.00000,облачно,пасмурно
2023-07-27,0,380.38700,12.80000,15.00000,пасмурно,дымка
2023-07-27,1,343.52100,12.80000,15.00000,пасмурно,дымка
2023-07-27,2,318.58000,12.80000,15.00000,пасмурно,дымка
2023-07-27,3,307.08900,12.00000,13.00000,пасмурно,дымка
2023-07-27,4,300.77800,12.00000,13.00000,пасмурно,дымка
2023-07-27,5,291.79900,12.00000,13.00000,пасмурно,дымка
2023-07-27,6,298.36200,15.30000,16.00000,обл с пр,п/обл
2023-07-27,7,328.61700,15.30000,16.00000,обл с пр,п/обл
2023-07-27,8,372.64400,15.30000,16.00000,обл с пр,п/обл
2023-07-27,9,422.46300,19.80000,18.00000,ясно,п/обл
2023-07-27,10,448.30900,19.80000,18.00000,ясно,п/обл
2023-07-27,11,462.11700,19.80000,18.00000,ясно,п/обл
2023-07-27,12,465.17100,20.60000,20.00000,ясно,п/обл
2023-07-27,13,461.11700,20.60000,20.00000,ясно,п/обл
2023-07-27,14,461.02200,20.60000,20.00000,ясно,п/обл
2023-07-27,15,459.26300,20.90000,20.00000,ясно,п/обл
2023-07-27,16,459.76700,20.90000,20.00000,ясно,п/обл
2023-07-27,17,454.49800,20.90000,20.00000,ясно,п/обл
2023-07-27,18,448.82900,18.50000,19.00000,ясно,п/обл
2023-07-27,19,445.51000,18.50000,19.00000,ясно,п/обл
2023-07-27,20,438.38600,18.50000,19.00000,ясно,п/обл
2023-07-27,21,439.05400,12.80000,16.00000,ясно,"пасм, дождик"
2023-07-27,22,447.84100,12.80000,16.00000,ясно,"пасм, дождик"
2023-07-27,23,421.78700,12.80000,16.00000,ясно,"пасм, дождик"
2023-07-28,0,382.20200,11.50000,13.00000,ясно,дымка
2023-07-28,1,344.85400,11.50000,13.00000,ясно,дымка
2023-07-28,2,318.27100,11.50000,13.00000,ясно,дымка
2023-07-28,3,307.04700,11.00000,13.00000,обл с пр,дымка
2023-07-28,4,301.71400,11.00000,13.00000,обл с пр,дымка
2023-07-28,5,290.54100,11.00000,13.00000,обл с пр,дымка
2023-07-28,6,297.82400,13.70000,16.00000,"пасм, 75%","пасмурно, морось"
2023-07-28,7,328.30200,13.70000,16.00000,"пасм, 75%","пасмурно, морось"
2023-07-28,8,369.53600,13.70000,16.00000,"пасм, 75%","пасмурно, морось"
2023-07-28,9,421.32300,18.80000,17.00000,"пасм, 76% дождь",пасмурно
2023-07-28,10,447.47100,18.80000,17.00000,"пасм, 76% дождь",пасмурно
2023-07-28,11,463.18400,18.80000,17.00000,"пасм, 76% дождь",пасмурно
2023-07-28,12,466.36500,20.50000,16.00000,"пасм, 79% дождь",пасмурно
2023-07-28,13,466.96200,20.50000,16.00000,"пасм, 79% дождь",пасмурно
2023-07-28,14,468.84800,20.50000,16.00000,"пасм, 79% дождь",пасмурно
2023-07-28,15,463.97700,18.10000,17.00000,"пасм, 56% ",пасмурно
2023-07-28,16,470.42800,18.10000,17.00000,"пасм, 56% ",пасмурно
2023-07-28,17,465.66000,18.10000,17.00000,"пасм, 56% ",пасмурно
2023-07-28,18,458.31800,17.10000,17.00000,ясно 24%,пасмурно
2023-07-28,19,454.02500,17.10000,17.00000,ясно 24%,пасмурно
2023-07-28,20,445.81200,17.10000,17.00000,ясно 24%,пасмурно
2023-07-28,21,446.01500,14.70000,16.00000,"ясно, 24%",пасмурно
2023-07-28,22,450.43500,14.70000,16.00000,"ясно, 24%",пасмурно
2023-07-28,23,425.69800,14.70000,16.00000,"ясно, 24%",пасмурно
2023-07-29,0,387.11300,12.90000,15.00000,ясно,туман
2023-07-29,1,352.48900,12.90000,15.00000,ясно,туман
2023-07-29,2,328.94300,12.90000,15.00000,ясно,туман
2023-07-29,3,316.17000,12.20000,15.00000,ясно,туман
2023-07-29,4,309.61100,12.20000,15.00000,ясно,туман
2023-07-29,5,294.16000,12.20000,15.00000,ясно,туман
2023-07-29,6,295.76300,17.00000,18.00000,п/обл,туман
2023-07-29,7,314.65600,17.00000,18.00000,п/обл,туман
2023-07-29,8,349.60000,17.00000,18.00000,п/обл,туман
2023-07-29,9,399.02300,22.10000,21.00000,ясно,п/обл
2023-07-29,10,436.32400,22.10000,21.00000,ясно,п/обл
2023-07-29,11,456.84900,22.10000,21.00000,ясно,п/обл
2023-07-29,12,459.52200,23.60000,23.00000,пасм,п/обл
2023-07-29,13,455.13900,23.60000,23.00000,пасм,п/обл
2023-07-29,14,450.00300,23.60000,23.00000,пасм,п/обл
2023-07-29,15,446.87200,24.80000,25.00000,пасм,п/обл
2023-07-29,16,446.00200,24.80000,25.00000,пасм,п/обл
2023-07-29,17,442.63300,24.80000,25.00000,пасм,п/обл
2023-07-29,18,440.52400,20.40000,20.00000,"пасм, 51% дождь",п/обл
2023-07-29,19,435.45300,20.40000,20.00000,"пасм, 51% дождь",п/обл
2023-07-29,20,425.39100,20.40000,20.00000,"пасм, 51% дождь",п/обл
2023-07-29,21,429.91900,17.90000,19.00000,"пасм, 88% дождь",п/обл
2023-07-29,22,438.18700,17.90000,19.00000,"пасм, 88% дождь",п/обл
2023-07-29,23,415.05000,17.90000,19.00000,"пасм, 88% дождь",п/обл
2023-07-30,0,380.46300,16.30000,18.00000,"пасм, 96% дождь","пасм, дождь"
2023-07-30,1,347.84600,16.30000,18.00000,"пасм, 96% дождь","пасм, дождь"
2023-07-30,2,322.93600,16.30000,18.00000,"пасм, 96% дождь","пасм, дождь"
2023-07-30,3,310.81100,16.50000,18.00000,"пасм, 82% дождь","пасм, дождь"
2023-07-30,4,302.45200,16.50000,18.00000,"пасм, 82% дождь","пасм, дождь"
2023-07-30,5,289.90000,16.50000,18.00000,"пасм, 82% дождь","пасм, дождь"
2023-07-30,6,285.30400,17.80000,18.00000,"пасм, 78% дождь","пасм, дождь"
2023-07-30,7,301.63700,17.80000,18.00000,"пасм, 78% дождь","пасм, дождь"
2023-07-30,8,327.68900,17.80000,18.00000,"пасм, 78% дождь","пасм, дождь"
2023-07-30,9,372.63000,18.20000,19.00000,"пасм, 80% дождь","пасм, дождь"
2023-07-30,10,412.80200,18.20000,19.00000,"пасм, 80% дождь","пасм, дождь"
2023-07-30,11,432.64300,18.20000,19.00000,"пасм, 80% дождь","пасм, дождь"
2023-07-30,12,444.07600,23.00000,19.00000,"пасм, 71% дождь",п/обл
2023-07-30,13,442.49300,23.00000,19.00000,"пасм, 71% дождь",п/обл
2023-07-30,14,440.80100,23.00000,19.00000,"пасм, 71% дождь",п/обл
2023-07-30,15,438.63800,22.50000,20.00000,"пасм, 49% дождь",п/обл
2023-07-30,16,436.05500,22.50000,20.00000,"пасм, 49% дождь",п/обл
2023-07-30,17,432.42700,22.50000,20.00000,"пасм, 49% дождь",п/обл
2023-07-30,18,433.53700,19.70000,18.00000,ясно,п/обл
2023-07-30,19,429.76700,19.70000,18.00000,ясно,п/обл
2023-07-30,20,424.23100,19.70000,18.00000,ясно,п/обл
2023-07-30,21,433.27800,16.60000,17.00000,п/обл,п/обл
2023-07-30,22,440.69500,16.60000,17.00000,п/обл,п/обл
2023-07-30,23,413.23300,16.60000,17.00000,п/обл,п/обл
2023-07-31,0,372.57300,15.20000,16.00000,"ясно, 47%",дымка
2023-07-31,1,337.41200,15.20000,16.00000,"ясно, 47%",дымка
2023-07-31,2,315.56600,15.20000,16.00000,"ясно, 47%",дымка
2023-07-31,3,303.31800,14.30000,16.00000,"п/обл, 72%",дымка
2023-07-31,4,296.13100,14.30000,16.00000,"п/обл, 72%",дымка
2023-07-31,5,285.96000,14.30000,16.00000,"п/обл, 72%",дымка
2023-07-31,6,297.27200,16.30000,18.00000,"ясно, 67%",облачно
2023-07-31,7,328.47400,16.30000,18.00000,"ясно, 67%",облачно
2023-07-31,8,367.25100,16.30000,18.00000,"ясно, 67%",облачно
2023-07-31,9,422.13200,19.90000,20.00000,"пасм, 71% дождь",малообл
2023-07-31,10,453.41700,19.90000,20.00000,"пасм, 71% дождь",малообл
2023-07-31,11,471.52700,19.90000,20.00000,"пасм, 71% дождь",малообл
2023-07-31,12,471.75000,21.50000,21.00000,"обл с пр, 61%",малообл
2023-07-31,13,468.32200,21.50000,21.00000,"обл с пр, 61%",малообл
2023-07-31,14,468.65300,21.50000,21.00000,"обл с пр, 61%",малообл
2023-07-31,15,468.99700,20.20000,20.00000,"пасм, 40% дождь","п/обл, кр. дождь"
2023-07-31,16,472.13200,20.20000,20.00000,"пасм, 40% дождь","п/обл, кр. дождь"
2023-07-31,17,464.94200,20.20000,20.00000,"пасм, 40% дождь","п/обл, кр. дождь"
2023-07-31,18,457.62200,17.20000,18.00000,"пасм, 24% дождь",п/обл
2023-07-31,19,453.17300,17.20000,18.00000,"пасм, 24% дождь",п/обл
2023-07-31,20,446.28700,17.20000,18.00000,"пасм, 24% дождь",п/обл
2023-07-31,21,444.37300,15.80000,17.00000,"пасм, 24% дождь",п/обл
2023-07-31,22,449.07800,15.80000,17.00000,"пасм, 24% дождь",п/обл
2023-07-31,23,416.07800,15.80000,17.00000,"пасм, 24% дождь",п/обл
